ID,titles,origin_clean,date,topic
2930422746.0,Letters,The Hamilton Spectator,2024-02-23,15
2930422723.0,Can nurse recruitment be streamlined?,The Hamilton Spectator,2024-02-23,1
2930422707.0,Are Doug Ford's Conservatives obsessed with Bonnie Crombie?,The Hamilton Spectator,2024-02-23,15
2930965224.0,"Ford government to provide $1 billion in funding to universities, colleges: sources",The Hamilton Spectator,2024-02-22,3
2930965221.0,"Doug Ford's government is to blame for Ontario's teacher recruitment and retention crisis, unions charge",The Hamilton Spectator,2024-02-22,3
2930965216.0,Ford government accused of helping developers and harming homeowners with bill to reverse natural gas ruling,The Hamilton Spectator,2024-02-22,11
2930046593.0,"Ontario patients pleaded for help after 10,000 were dumped by their clinic. They say Doug Ford left them disappointed",The Hamilton Spectator,2024-02-21,1
2930046586.0,Ford government says law to punish local politicians who harass staff coming soon,The Hamilton Spectator,2024-02-21,-1
2930046086.0,"'Very disappointed': Ford government says international student cap will hurt economy, calls out Ottawa",The Hamilton Spectator,2024-02-21,3
2928800080.0,"Legislature resumes with plan to Get It Done:   Bill will 'accelerate construction of transit, housing and infrastructure projects,' minister says",The Hamilton Spectator,2024-02-21,15
2929195728.0,"Doug Ford refuses to apologize over wage-capping legislation, as MPPs return to Queen Park",The Hamilton Spectator,2024-02-20,-1
2928619371.0,'Untenable': Halton police board chair discusses poor state of Milton courthouse,The Hamilton Spectator,2024-02-20,9
2928510984.0,Doug Ford hopes to finally 'Get It Done' when legislature resumes Tuesday,The Hamilton Spectator,2024-02-20,15
2928015653.0,Has Ford learned nothing from the Greenbelt scandal?,The Hamilton Spectator,2024-02-18,0
2927815533.0,More funding is needed for health-care ills,The Hamilton Spectator,2024-02-17,1
2927876539.0,Ford government wants to fast-track construction projects but critics warn Greenbelt shows it can't be trusted,The Hamilton Spectator,2024-02-16,-1
2927649516.0,Here's how many international student applications Ontario universities want,The Hamilton Spectator,2024-02-15,3
2926637065.0,"Doug Ford government to ban most highway tolls, freeze driver's licence fees and eliminate plate registration",The Hamilton Spectator,2024-02-15,-1
2926411076.0,What will be Ford's legacy?,The Hamilton Spectator,2024-02-15,0
2926406609.0,"Doug Ford's partisan ignorance has left 53,000 tenants and landlords dangling",The Hamilton Spectator,2024-02-15,-1
2925928095.0,Ford takes dig at Crombie as he unveils referendum bill,The Hamilton Spectator,2024-02-14,15
2925580131.0,Doug Ford government scrapping licence plate renewals,The Hamilton Spectator,2024-02-13,-1
2925411707.0,How shamelessly has Doug Ford ground down Ontario's colleges and universities? Let me count the ways,The Hamilton Spectator,2024-02-13,3
2925411614.0,Ontario to repeal wage-cap law after loss in Appeal Court,The Hamilton Spectator,2024-02-13,20
2925411360.0,A transgender policy rooted in politics,The Hamilton Spectator,2024-02-13,0
2925082271.0,"Doug Ford's wage restraint legislation is unconstitutional, appeal court finds",The Hamilton Spectator,2024-02-12,20
2924895881.0,"More than one million Ontario drivers with expired licence plates are risking $1,000 fines. Are you one of them?",The Hamilton Spectator,2024-02-12,-1
2924895591.0,An expensive lesson on the importance of democracy,The Hamilton Spectator,2024-02-12,11
2924895536.0,Ottawa should freeze beer taxes,The Hamilton Spectator,2024-02-12,6
2923117382.0,Toronto Western Hospital getting more beds and operating rooms to help tackle wait times,The Hamilton Spectator,2024-02-06,1
2921976090.0,Ford takes aim at 'queen' of carbon tax:   Premier puts focus on Crombie at PC party policy convention in Niagara Falls,The Hamilton Spectator,2024-02-05,0
2921791367.0,Doug Ford takes aim at Bonnie Crombie in speech to the Tory troops in Niagara Falls,The Hamilton Spectator,2024-02-04,0
2921459780.0,The Ford government does not have to disclose mandate letters:   Supreme Court rules in favour of Ontario's Tories,The Hamilton Spectator,2024-02-03,-1
2921084476.0,Supreme Court rules Doug Ford's mandate letters for cabinet ministers can be kept secret,The Hamilton Spectator,2024-02-02,-1
2921084447.0,Province misfires on ServiceOntario,The Hamilton Spectator,2024-02-02,19
2920451166.0,Ford doesn't want to hike tuition costs:   'We're going to work with our colleges and universities to support them any way we can': Ford,The Hamilton Spectator,2024-02-01,3
2920227608.0,"Under pressure from universities, Doug Ford says it's 'not the time' for a tuition increase",The Hamilton Spectator,2024-01-31,3
2920227404.0,"Doug Ford, Justin Trudeau governments announces $121M in federal funding to fight auto theft, gun crimes",The Hamilton Spectator,2024-01-31,9
2919810907.0,Ontario seeks approval to refurbish 4 Pickering nuclear reactors,The Hamilton Spectator,2024-01-30,11
2919759684.0,City hits provincial housing target; stands to land $12M:   But funding falls short of what's lost through Bill 23,The Hamilton Spectator,2024-01-30,10
2919899117.0,Doug Ford government approves three MZOs - with Olivia Chow's blessing,The Hamilton Spectator,2024-01-29,21
2919311811.0,Will Ford step in to save golf course lands?,The Hamilton Spectator,2024-01-29,21
2919137565.0,"10,000 Ontario patients cut loose because of staffing shortages",The Hamilton Spectator,2024-01-28,1
2919137472.0,"Doug Ford's Tories are ahead, but ominous signs are on the horizon, poll suggests",The Hamilton Spectator,2024-01-28,0
2918319843.0,"Under pressure, Ford government readying law to punish local politicians who harass staff",The Hamilton Spectator,2024-01-24,-1
2918319407.0,Ford government stands by use of Emergencies Act against 'Freedom Convoy' despite court decision,The Hamilton Spectator,2024-01-24,4
2917499613.0,Did Ford's office know land swap details earlier than claimed?:   A recently discovered internal email related to the Greenbelt scandal suggests premier's office 'was far more involved',The Hamilton Spectator,2024-01-23,18
2917643521.0,Doug Ford's office fires back at claims of inconsistencies in Greenbelt testimony,The Hamilton Spectator,2024-01-22,18
2917304661.0,Doug Ford promising more help for housing in rural Ontario,The Hamilton Spectator,2024-01-22,10
2916700609.0,Why did Doug Ford's government defeat a bill on sexual harassment?,The Hamilton Spectator,2024-01-20,-1
2916477892.0,Ford government slammed for Ontario's use of temporary nurses,The Hamilton Spectator,2024-01-18,1
2915912945.0,New interest in renewables may be a mirage,The Hamilton Spectator,2024-01-18,11
2916167212.0,"'It's easy for Doug, because he's rich': MPPs haven't had raises since 2008 - and some see that as a problem",The Hamilton Spectator,2024-01-17,-1
2915667138.0,Amazon MGM snaps up prime studio space near Toronto's waterfront for film production,The Hamilton Spectator,2024-01-17,16
2915142633.0,Former Doug Ford cabinet minister in political limbo as RCMP probes Greenbelt scandal,The Hamilton Spectator,2024-01-15,18
2914889867.0,Young Ontario activists' climate lawsuit against province goes to Court of Appeal on Monday,The Hamilton Spectator,2024-01-15,11
2913644864.0,Flip-flop won't undo Ford's damage,The Hamilton Spectator,2024-01-13,11
2913404946.0,Several ServiceOntario spots moving to Staples:   Unknown number of locations to close in what opposition parties decry as privatization of services,The Hamilton Spectator,2024-01-12,19
2913516989.0,Here's how much Bonnie Crombie will make as Liberal leader,The Hamilton Spectator,2024-01-11,0
2911758196.0,Budget meeting is a chance to send a message to Ford,The Hamilton Spectator,2024-01-09,-1
2910678063.0,Doug Ford's Tories set to abandon lucrative fundraiser in wake of Greenbelt scandal,The Hamilton Spectator,2024-01-04,18
2909040690.0,Don't count Ford out yet,The Hamilton Spectator,2024-01-03,0
2909279009.0,Bonnie Crombie smashes fundraising target as Liberals collect $1.2M,The Hamilton Spectator,2024-01-02,0
3171931459.0,Audio clip of Hamilton Centre Tory candidate sparks political firestorm on eve of election,The Hamilton Spectator,2025-02-26,0
3171354688.0,Sick of unwanted calls and texts? Here's why Canada's Do Not Call List won't stop political parties and these groups from contacting you,The Hamilton Spectator,2025-02-26,0
3171234545.0,"Will you vote in Ontario's 'invisible' election Thursday?:   Campaign competes for attention with blizzards, U.S. tariffs and federal leadership race",The Hamilton Spectator,2025-02-26,0
3171232827.0,We can't afford this nuclear fantasy,The Hamilton Spectator,2025-02-26,11
3171232810.0,Icy stairs and snow bank signs:   Candidates face challenges reaching voters in rare winter election campaign,The Hamilton Spectator,2025-02-26,0
3171231058.0,Ford campaign talks up renewed tariff threat,The Hamilton Spectator,2025-02-26,0
3171483814.0,How to make a difference in an Ontario election that may change nothing: My guide for voters,The Hamilton Spectator,2025-02-25,0
3170918011.0,Replied 'Stop' but still getting political texts from Doug Ford or others during Ontario election campaign? You're not alone,The Hamilton Spectator,2025-02-25,0
3170917946.0,"Ontario election promise tracker: From Trump tariffs to health care, here's what every provincial party leader is pledging",The Hamilton Spectator,2025-02-25,0
3170778908.0,For-profit health care isn't worth the cost,The Hamilton Spectator,2025-02-25,1
3170771597.0,"Without reform, election is just a game",The Hamilton Spectator,2025-02-25,0
3170771279.0,Voters can now compare promises ahead of election day:   All four major political parties have released their platforms,The Hamilton Spectator,2025-02-25,4
3170771241.0,Is life any better today than in 2018?,The Hamilton Spectator,2025-02-25,0
3170771229.0,"PCs make $40B in promises, including cheaper booze",The Hamilton Spectator,2025-02-25,0
3170770930.0,Public health care is being starved,The Hamilton Spectator,2025-02-25,1
3171050925.0,Doug Ford pledges $40B in new spending to offset Donald Trump's threatened tariffs,The Hamilton Spectator,2025-02-24,0
3169989100.0,"Ford vague on paying for campaign promises:   'I believe in growing revenue,' Progressive Conservative leader says",The Hamilton Spectator,2025-02-24,0
3169989030.0,"Mountain candidates spar over fixes for housing, affordability crisis:   Conservative candidate misses debate due to scheduling conflict in riding considered wide open",The Hamilton Spectator,2025-02-24,-1
3169987591.0,A guide to the Ontario election's most dramatic ridings to watch. Is yours one of them?,The Hamilton Spectator,2025-02-24,0
3169792199.0,"Trump's tariffs shine a light on our vulnerability and why Ontario needs more to sell, not just more markets",The Hamilton Spectator,2025-02-23,0
3169792176.0,"ONTARIO ELECTION 2025: When is the provincial election, how do I vote? This guide can help",The Hamilton Spectator,2025-02-23,0
3169792173.0,"She waited 40 hours in the ER, surrounded by sick patients. It was the most dangerous place she could be - and a worsening reality in Ontario",The Hamilton Spectator,2025-02-23,1
3169866208.0,"On the campaign trail with Marit Stiles, enthusiasm is high - but recognition is low. Here's why the NDP leader is struggling to be heard",The Hamilton Spectator,2025-02-22,0
3169499591.0,"Doug Ford promised to end hallway medicine. But Ontario's ER wait times have gotten worse in the past three years, confidential report shows",The Hamilton Spectator,2025-02-22,1
3169499457.0,Five top takeaways from the campaign trail this week,The Hamilton Spectator,2025-02-22,-1
3169359869.0,"Skelly defends Ford's record in Flamborough-Glanbrook debate:   Candidates squared off over Greenbelt, health care and education",The Hamilton Spectator,2025-02-22,0
3169359808.0,"NDP, Liberals release full platforms",The Hamilton Spectator,2025-02-22,2
3169359792.0,"Voters urged to safeguard Greenbelt, local farmland:   Grassroot groups say city's green ribbon of protected land remains under threat as election day looms",The Hamilton Spectator,2025-02-22,21
3169359572.0,"Candidates spar over health care, housing:   Conservative Amy Martin seeks to unseat Independent Bobbi Ann Brady in Haldimand-Norfolk",The Hamilton Spectator,2025-02-22,0
3169359556.0,"Remaining Mohawk staff feel 'overworked,' union says:   Next government urged to support colleges in 'crisis'",The Hamilton Spectator,2025-02-22,3
3169001151.0,Liberal and NDP candidates trade fire:   Hamilton East- Stoney Creek TV debate missing PC incumbent,The Hamilton Spectator,2025-02-21,0
3168997087.0,Crombie would expand OHIP with mental-health coverage:   Ford vows to break down interprovincial trade barriers and cut red tape,The Hamilton Spectator,2025-02-21,0
3168996987.0,"Ads in America should help Ontario, not Ford",The Hamilton Spectator,2025-02-21,-1
3168996870.0,"Hamilton Mountain race heating up:   Candidates trade 'personal' jabs, bring in well-known faces to campaign",The Hamilton Spectator,2025-02-21,0
3168996792.0,"Barbs thrown at missing PC candidate:   Hamilton West-Ancaster-Dundas hopefuls discuss health care, housing during debate",The Hamilton Spectator,2025-02-21,0
3168616102.0,"NDP, past party incumbent spar at Hamilton Centre debate:   Candidates' stances on homelessness, tariffs and party politics showcased at Cable TV debate",The Hamilton Spectator,2025-02-20,14
3168616071.0,Only one full platform out as vote nears:   Progressive Conservative Leader Doug Ford has been notably absent from the campaign trail,The Hamilton Spectator,2025-02-20,0
3168374570.0,Got a text from an Ontario election candidate? Here's what Ontario's privacy watchdog says about unsolicited messages,The Hamilton Spectator,2025-02-19,0
3168374028.0,Niagara West candidates meeting a low-key affair,The Hamilton Spectator,2025-02-19,0
3168224466.0,ONTARIO ELECTION 2025: What is a Guaranteed Basic Annual Income?:   Pros and cons of Guaranteed Basic Annual Income merit discussion as battle to beat poverty rolls on,The Hamilton Spectator,2025-02-19,2
3168222973.0,Will highway politics drive your vote?:   Both the Tories and Liberals have pitched a wider QEW over the years,The Hamilton Spectator,2025-02-19,13
3168222859.0,"Campaigns dig up dirt, sling mud as vote nears",The Hamilton Spectator,2025-02-19,0
3168222694.0,Ford survives to battle another day,The Hamilton Spectator,2025-02-19,0
3168222626.0,"Crombie, Stiles unable to make headway",The Hamilton Spectator,2025-02-19,0
3167716150.0,Ontario election: What to expect at the leaders' debate tonight,The Hamilton Spectator,2025-02-17,0
3167716063.0,"How Donald Trump, tariffs and the Liberal leadership are erasing Ontario's election - and playing right into Doug Ford's hands",The Hamilton Spectator,2025-02-17,0
3167311357.0,"Election offers chance for parties to state how they will make Ontario more accessible, advocate writes",The Hamilton Spectator,2025-02-16,1
3167136197.0,"Ontario election: From electric chairs to push ups, here are the top moments from the campaign trail this week",The Hamilton Spectator,2025-02-15,0
3167136143.0,Inside Doug Ford's trip to Washington - and how he was received by Americans,The Hamilton Spectator,2025-02-15,0
3166982612.0,Haldimand-Norfolk PC candidate bails on election debate:   Amy Martin left Caledonia community centre rather than go one on one with Independent incumbent Bobbi Ann Brady,The Hamilton Spectator,2025-02-15,0
3166978995.0,Burlington,The Hamilton Spectator,2025-02-15,0
3166970310.0,"Ford's 401 tunnel costly, unworkable",The Hamilton Spectator,2025-02-15,13
3166970284.0,Ontario party leaders spar over housing in first debate,The Hamilton Spectator,2025-02-15,-1
3167206498.0,"Ontario provincial leaders debate: Here's how to watch on Family Day, Feb. 17",The Hamilton Spectator,2025-02-14,0
3166472223.0,"NDP questioning Ford's U.S. trip:   'This demands transparency and accountability,' Siles says",The Hamilton Spectator,2025-02-14,0
3166471828.0,Liberals' Crombie has not lived up to the hype,The Hamilton Spectator,2025-02-14,0
3166471073.0,Why your vote matters on Feb. 27,The Hamilton Spectator,2025-02-14,0
3166819291.0,"Doug Ford broke ethics rules with campaign ad, opponents charge",The Hamilton Spectator,2025-02-13,0
3166092702.0,Ford's bulldozing of Ontario must be stopped,The Hamilton Spectator,2025-02-13,6
3166083321.0,Ontario Greens pledge to build two million homes and cut taxes:   Liberal Crombie promises pay equity for health-care workers,The Hamilton Spectator,2025-02-13,-1
3166080880.0,Voters should turn out in droves on Feb. 27,The Hamilton Spectator,2025-02-13,-1
3166080878.0,We need party leaders to plug into electricity debate,The Hamilton Spectator,2025-02-13,11
3165674137.0,"Leaders of Liberals, NDP promise to help young people",The Hamilton Spectator,2025-02-12,3
3165403551.0,What will it take to fix Ontario's broken health-care system? Here's what provincial parties are promising,The Hamilton Spectator,2025-02-11,1
3165403538.0,"Ontario election 2025 promise tracker: From Trump tariffs to family doctors, here's what every provincial party leader is pledging",The Hamilton Spectator,2025-02-11,0
3165304473.0,Liberals and NDP focus on health care,The Hamilton Spectator,2025-02-11,0
3165492319.0,Doug Ford talks tough on China ahead of Washington trip to fight Donald Trump's tariffs,The Hamilton Spectator,2025-02-10,0
3164788982.0,Don't have a family doctor? What if Ontario could give you all the help you need at a 'health care home'?,The Hamilton Spectator,2025-02-09,1
3164648641.0,"Ontario election 2025: Doug Ford's plan to deliver us from gridlock won't end congestion, experts say",The Hamilton Spectator,2025-02-08,13
3164583048.0,Boosting access to doctors focus of campaign trail,The Hamilton Spectator,2025-02-08,1
3164582958.0,Doug Ford under attack in Super Bowl ads,The Hamilton Spectator,2025-02-08,0
3164582735.0,$200 'tax rebate' cheques are being sent to dead Ontarians. Here's what to do if one lands in your mailbox,The Hamilton Spectator,2025-02-08,2
3164379774.0,Here are important dates for eligible voters for the Feb. 27 Ontario election,The Hamilton Spectator,2025-02-07,0
3164230743.0,"NDP, Green leaders converge on east Hamilton",The Hamilton Spectator,2025-02-07,0
3164230675.0,Ford wants you not to vote. You have to vote:   The tariffs were a convenient ruse for a man who needed another crisis to wield fear as a cudgel,The Hamilton Spectator,2025-02-07,0
3164229165.0,Crombie slams Ford for not curing the health-care woes,The Hamilton Spectator,2025-02-07,1
3164229163.0,"Wanted: Workers in Hamilton to help oversee Feb. 27 election:   Elections Ontario to hire more than 55,000 across province",The Hamilton Spectator,2025-02-07,0
3163706898.0,"Main parties discuss encampments, disability payments and highway tolls:   Ongoing tariff threat took a back seat",The Hamilton Spectator,2025-02-06,4
3163706646.0,Don't vote for more Trump-style politics,The Hamilton Spectator,2025-02-06,0
3163933202.0,Liberal Leader Bonnie Crombie campaigns in Hamilton,The Hamilton Spectator,2025-02-05,0
3163368345.0,Ford defends saying he was '100% happy' Trump won U.S. election:   'Lost his reason for election': Crombie,The Hamilton Spectator,2025-02-05,0
3163368190.0,"Pitch for fast-tracked urban expansion rejected by councillors:   Consortium aims for provincial zoning approval to advance 5,000-home development",The Hamilton Spectator,2025-02-05,21
3163570729.0,Is Doug Ford's hot mic mistake the turning point in the Ontario election campaign?,The Hamilton Spectator,2025-02-04,0
3163150040.0,"Wrong time to be holding an election, Ford critics say",The Hamilton Spectator,2025-02-04,0
3163148769.0,Protecting what and from whom?,The Hamilton Spectator,2025-02-04,0
3163272521.0,Doug Ford defends snap election call despite Trump trade war,The Hamilton Spectator,2025-02-03,0
3162729359.0,"Province to pull U.S. booze from shelves:   Ontario, Quebec, B.C. and others take aim at American liquor products as tariff war intensifies",The Hamilton Spectator,2025-02-03,0
3162729284.0,Ford is betting his opponents will stay home on election day. Again,The Hamilton Spectator,2025-02-03,0
3162729260.0,Greenbelt urban expansion pitch raises eyebrows:   Councillor calls developer's proposal for off-limits zone 'very curious',The Hamilton Spectator,2025-02-03,21
3162728977.0,Crombie accuses Ford of leaving Ontario in limbo amid trade war:   Liberal leader worries not enough done to diversify province's economy,The Hamilton Spectator,2025-02-03,0
3162110755.0,Ford pledges $22B in stimulus package if re-elected as premier:   Vows to widen the QEW between Burlington and St. Catharines,The Hamilton Spectator,2025-02-01,17
3162110685.0,Ford not the leader he pretends to be,The Hamilton Spectator,2025-02-01,0
3162110655.0,"What will drive your ballot on Feb. 27?:   From Trump's tariffs to housing, homelessness and long-term care, key issues loom large for voters",The Hamilton Spectator,2025-02-01,0
3161901542.0,Bonnie Crombie says Doug Ford has put transit users at risk: 'You just don't feel safe',The Hamilton Spectator,2025-01-31,17
3161732576.0,"Ford to honour EV commitment, Crombie and Stiles less definitive:   Trump has said the United States does not want or need Canadian cars",The Hamilton Spectator,2025-01-31,0
3161732311.0,Where is Team Ontario in election?,The Hamilton Spectator,2025-01-31,0
3161713311.0,"If the LCBO pulls American wine off its shelves, there are hundreds of Ontario options to choose from",The Hamilton Spectator,2025-01-31,0
3161994554.0,Ontario Election 2025: What you need to know about voting in Burlington riding on Feb. 27,The Hamilton Spectator,2025-01-30,0
3161487501.0,Kyle Hutton nominated as Green Party candidate for Burlington,The Hamilton Spectator,2025-01-30,0
3161407186.0,Nobody asked for this election,The Hamilton Spectator,2025-01-30,0
3161406896.0,Tariff fight takes centre stage as election campaign kicks off:   Party leaders hold first rallies as sprint begins to election day Feb. 27,The Hamilton Spectator,2025-01-30,0
3161573808.0,Andrea Grebenc nominated as Liberal candidate for Burlington,The Hamilton Spectator,2025-01-29,0
3161573765.0,Doug Ford has stripped himself of credibility with a Trumped-up snap election,The Hamilton Spectator,2025-01-29,0
3161573600.0,Natalie Pierre acclaimed as PC candidate for Burlington,The Hamilton Spectator,2025-01-29,0
3160911231.0,Voters officially heading to polls early:   Ford wants large mandate but opposition parties insist election is not necessary this year,The Hamilton Spectator,2025-01-29,0
3160911062.0,Sarah Jama to run as independent in Hamilton Centre after NDP rejection:   Some party activists warn New Democrats could lose long-held riding to vote splitting,The Hamilton Spectator,2025-01-29,14
3160911038.0,Who gets your vote in this provincial election?:   We go to polls Feb. 27 to cast ballots originally scheduled for 2026,The Hamilton Spectator,2025-01-29,0
3161369705.0,Doug Ford triggers snap Ontario election,The Hamilton Spectator,2025-01-28,0
3160453071.0,"Ontario is short 35,000 family physicians. Are you looking for a family doctor?",The Hamilton Spectator,2025-01-28,1
3160304424.0,It's time to tell Ford the truth,The Hamilton Spectator,2025-01-28,0
3160304000.0,Ford government takes next step to remove Toronto bike lanes,The Hamilton Spectator,2025-01-28,5
3160302880.0,Ford's decision to expand alcohol sales will cost the province $612M,The Hamilton Spectator,2025-01-28,6
3160302791.0,Letters,The Hamilton Spectator,2025-01-28,0
3160049487.0,"Doug Ford's alcohol sales expansion deal cost taxpayers an additional $612M, watchdog says",The Hamilton Spectator,2025-01-27,6
3160049322.0,Ontario is hiring thousands of election workers and you could earn up to $29.50 per hour,The Hamilton Spectator,2025-01-27,0
3159970604.0,Why don't we care about the crisis on campus?,The Hamilton Spectator,2025-01-27,3
3159970588.0,Ford's snap election call kicks parties' planning into high gear,The Hamilton Spectator,2025-01-27,0
3159792543.0,Accessible Ontario Pledge offers next step for disability advocates bent on change,The Hamilton Spectator,2025-01-26,1
3159778264.0,Doug Ford is courting disaster with an early election,The Hamilton Spectator,2025-01-26,0
3159623642.0,Election should be about health care,The Hamilton Spectator,2025-01-25,1
3159622931.0,Ford to call snap election next week:   Premier says he needs 'big mandate' from Feb. 27 vote as he vows to fight Trump tariffs,The Hamilton Spectator,2025-01-25,0
3159093310.0,Premier Ford to call snap election next week for Feb. 27,The Hamilton Spectator,2025-01-24,0
3159093274.0,No mandate to call an early election,The Hamilton Spectator,2025-01-24,0
3159510721.0,Worried about Doug Ford pulling your favourite American liquor off LCBO shelves? Here's some Ontario brands to try,The Hamilton Spectator,2025-01-23,0
3158397007.0,Ford looking out for himself,The Hamilton Spectator,2025-01-23,0
3157827728.0,Ford already has a mandate to invest in Ontario:   Province's attention and dollars have been poured into populist nonsense nobody asked for,The Hamilton Spectator,2025-01-22,2
3157827314.0,Ford may call Ontario election as soon as next week,The Hamilton Spectator,2025-01-22,0
3158201952.0,Doug Ford may call Ontario election as early as next week: sources,The Hamilton Spectator,2025-01-21,0
3157389144.0,Ford signals election may be top of mind:   Premier wants to have a 'clear mandate' in order to deal with threat of tariffs from the U.S.,The Hamilton Spectator,2025-01-21,0
3157221592.0,'They will feel the pain': Doug Ford threatens to pull U.S. booze off LCBO shelves if Trump's tariffs are enacted,The Hamilton Spectator,2025-01-20,0
3157221498.0,Doug Ford warns Trump tariffs would be an 'absolute disaster' for Canadians and Americans,The Hamilton Spectator,2025-01-20,0
3156385645.0,Who should pay for homelessness?:   Hamilton mayor challenges province to take bigger role,The Hamilton Spectator,2025-01-17,4
3155986529.0,Will Trump's tariffs trigger a recession in Ontario? Here's what economists are saying,The Hamilton Spectator,2025-01-16,0
3155986345.0,"Port Hope may get nuclear plant:   Ford government's proposed project could power 10 million homes, energy minister says",The Hamilton Spectator,2025-01-16,11
3156204089.0,Secondary teachers' union slams funding with 'Ford High' ad campaign,The Hamilton Spectator,2025-01-15,3
3155544840.0,"Premiers debate as Trump celebrates:   Tariffs threatened by incoming president could cost up to 500,000 Ontario jobs, Doug Ford says",The Hamilton Spectator,2025-01-15,0
3155813377.0,"Doug Ford warns 500,000 jobs in Ontario could be lost due to Donald Trump tariffs",The Hamilton Spectator,2025-01-14,0
3155061091.0,"Horwath says province, feds must step up their game on homelessness issue:   Local Tories say accountability for $158 million in city funding is needed before more aid is given",The Hamilton Spectator,2025-01-14,4
3155060830.0,"New year, new chance for Jama",The Hamilton Spectator,2025-01-14,14
3155431250.0,What minerals does the U.S. get from Ontario and how can Canada fight back against Trump's tariff threats?,The Hamilton Spectator,2025-01-13,0
3154872436.0,"Doug Ford is wrong to use Trump's tariffs to justify an early election, Bonnie Crombie says",The Hamilton Spectator,2025-01-13,0
3154214921.0,"NDP commits to Grimsby GO station, double track to Niagara Falls",The Hamilton Spectator,2025-01-10,0
3153453640.0,"More than 80,000 people in Ontario were homeless in 2024, report finds:   Numbers have jumped 25 per cent compared to two years ago",The Hamilton Spectator,2025-01-10,4
3152880775.0,Ford needs to hold off on early election,The Hamilton Spectator,2025-01-09,0
3152878858.0,national briefs,The Hamilton Spectator,2025-01-09,8
3152878562.0,Ontario launches new rebates to make homes more efficient:   Small businesses can also take advantage of Peak Perks plan,The Hamilton Spectator,2025-01-09,11
3152189714.0,Doug Ford boosts Ontario's border security amid Donald Trump tariff threat,The Hamilton Spectator,2025-01-07,0
3151553482.0,Ontarians are hungry for an alternative to Doug Ford. Why isn't Bonnie Crombie providing?,The Hamilton Spectator,2025-01-05,0
3150429657.0,"If you haven't filed your 2023 tax return, time is running out to receive the $200 Ontario taxpayer rebate in 2025",The Hamilton Spectator,2024-12-30,2
3149695831.0,Letters,The Hamilton Spectator,2024-12-28,0
3149442590.0,Ford sees an opportunity in Trump,The Hamilton Spectator,2024-12-27,0
3148781406.0,Ontario asks highest court to hear youth-led climate case,The Hamilton Spectator,2024-12-24,11
3148781025.0,"Encampments are 'necessary,' advocates for homeless argue:   'The only way to solve homelessness is with homes,' outreach workers say",The Hamilton Spectator,2024-12-24,4
3145482296.0,"Homeless funding is historic, but still not enough",The Hamilton Spectator,2024-12-17,-1
3145482199.0,Ford says premiers united in fight against tariff threat despite 'chaos' in Ottawa,The Hamilton Spectator,2024-12-17,0
3144878852.0,'Institutional circuit' is not the answer,The Hamilton Spectator,2024-12-16,4
3144284927.0,Minister touts credit rating:   S & P Global upgrades the province's status for the first time since 2001,The Hamilton Spectator,2024-12-14,2
3143664489.0,"'A start' but not nearly enough, city says of Ford's $75.5M boost to tackle homelessness",The Hamilton Spectator,2024-12-13,4
3143663940.0,Key premiers won't back threat to cut energy to U.S.,The Hamilton Spectator,2024-12-13,0
3143311882.0,Premier Doug Ford expected to explain plan to deal with homeless encampments,The Hamilton Spectator,2024-12-12,4
3143188126.0,Doug Ford to crack down on homeless encampments with fines for drug use and more funding,The Hamilton Spectator,2024-12-12,4
3142958754.0,Bonnie Crombie's housing plan would axe land-transfer tax for first-time home buyers,The Hamilton Spectator,2024-12-11,10
3142493656.0,Compassion is taking a back seat,The Hamilton Spectator,2024-12-10,4
3142290746.0,"Ontarians divided over Doug Ford's get-tough approach on homeless encampments, survey suggests",The Hamilton Spectator,2024-12-09,4
3142182692.0,Our safety and democracy are at risk,The Hamilton Spectator,2024-12-09,0
3142072618.0,"Doug Ford's Tories leading as potential election looms, survey shows",The Hamilton Spectator,2024-12-08,0
,Ford needs to declare epidemic,The Hamilton Spectator,2024-12-07,-1
3141356167.0,Is more hallway health care the price of privatization?,The Hamilton Spectator,2024-12-06,1
3141356132.0,Ford ready to override courts and 'dismantle' homeless encampments:   Could give 'enhanced powers' to municipalities and police,The Hamilton Spectator,2024-12-06,4
3140792358.0,The Ford Way of running Ontario,The Hamilton Spectator,2024-12-05,21
3140792276.0,There goes our democracy,The Hamilton Spectator,2024-12-05,4
3141158267.0,Trudeau's environment minister says he understands why Ontario Liberal leader is distancing herself from 'carbon tax',The Hamilton Spectator,2024-12-04,15
3140614523.0,"Justin Trudeau's 'carbon tax' is 'wrong,' Ontario Liberal Leader Bonnie Crombie says",The Hamilton Spectator,2024-12-04,15
3139089986.0,"Ford should finally reduce personal income tax:   Bonnie Crombie's proposal is a good idea, but it is only a small step in the right direction",The Hamilton Spectator,2024-12-04,2
3140614528.0,10 highlights from the Ontario auditor general's searing report on the Ford government's performance,The Hamilton Spectator,2024-12-03,-1
3135043028.0,Health-care workers deserve the same supports,The Hamilton Spectator,2024-12-03,1
3134880561.0,'Wait times have exploded': Bonnie Crombie takes aim at Ontario doctor shortage in campaign promise,The Hamilton Spectator,2024-12-02,1
3134880234.0,Premier Doug Ford 'in conversation' for Highway 407 buyback from private owners,The Hamilton Spectator,2024-12-02,13
